,residual
1994-02-11,-0.00675756155070889
1994-02-18,-0.0125482204591858
1994-02-25,0.01848105430504504
1994-03-04,-0.010666952216177139
1994-03-11,-0.0072183661680007005
1994-03-18,-0.011601078849802715
1994-03-25,-0.00816041394359518
1994-04-01,0.021165785546050697
1994-04-08,-0.019354363477810554
1994-04-15,-0.003919798656497164
1994-04-22,0.007357155872763366
1994-04-29,0.014728503170026108
1994-05-06,0.0035521101975220515
1994-05-13,-0.0032766973073179995
1994-05-20,-0.017424613990156324
1994-05-27,0.009752882943834085
1994-06-03,0.0006029414964299207
1994-06-10,-0.02175894765636882
1994-06-17,-0.010809416107046277
1994-06-24,0.008240104314342633
1994-07-01,-0.009688249876700972
1994-07-08,0.008495737098399736
1994-07-15,0.007629339717346528
1994-07-22,0.008506035336604822
1994-07-29,0.004715747026966199
1994-08-05,0.013461896367446824
1994-08-12,0.0116303986282153
1994-08-19,0.006264670166600872
1994-08-26,0.004406030847900089
1994-09-02,-0.006646671439973384
1994-09-09,0.003261842822070815
1994-09-16,0.00845813847049709
1994-09-23,-0.005232674452968433
1994-09-30,0.002480987104399146
1994-10-07,0.02206793453668615
1994-10-14,0.011044425771256139
1994-10-21,0.01663459342621071
1994-10-28,-0.006399155317023453
1994-11-04,-0.005265482442034508
1994-11-11,0.014697887483418492
1994-11-18,0.01951655287586046
1994-11-25,-0.016708470801344577
1994-12-02,0.014266491429888783
1994-12-09,0.019200228403722486
1994-12-16,-0.0032630068690525094
1994-12-23,-0.027238294584418565
1994-12-30,-0.002479023722021634
1995-01-06,0.009842370597207772
1995-01-13,-0.01742916932557831
1995-01-20,-0.0060904136404996145
1995-01-27,-0.023590668681442495
1995-02-03,-0.035092221168895266
1995-02-10,0.004405833478056065
1995-02-17,0.0017161034648298101
1995-02-24,0.005151584140865972
1995-03-03,0.024932295217553857
1995-03-10,-0.0074081653388402
1995-03-17,0.0003799450421124173
1995-03-24,-0.010672574537065216
1995-03-31,-0.01083203100241692
1995-04-07,-0.002381259278111114
1995-04-14,0.009393325187920964
1995-04-21,-0.0022599273526398567
1995-04-28,0.003044587350846617
1995-05-05,0.003566509153419384
1995-05-12,0.005198766882940242
1995-05-19,0.0010899809895365542
1995-05-26,0.001565233008190614
1995-06-02,0.004806532831777954
1995-06-09,0.0116860043416811
1995-06-16,-0.0013106224769293129
1995-06-23,0.009077824006450241
1995-06-30,0.0059678188606184235
1995-07-07,-0.00538597609230379
1995-07-14,0.011376180461761698
1995-07-21,-0.0010400242133688509
1995-07-28,0.005936964644343956
1995-08-04,-0.0007802090678634688
1995-08-11,-0.008368722972231957
1995-08-18,-0.006681709853386064
1995-08-25,-0.004927190648813251
1995-09-01,5.7524519450180556e-05
1995-09-08,-0.006552926430921147
1995-09-15,-0.0045772736395255365
1995-09-22,0.016914792509405918
1995-09-29,-0.006938582641357327
1995-10-06,-0.00035358673407343
1995-10-13,-0.005837587270815625
1995-10-20,0.0009474375229691634
1995-10-27,0.001206875863251855
1995-11-03,-0.008910504644539852
1995-11-10,-0.009575395717556001
1995-11-17,-0.0018293658220941977
1995-11-24,-0.004690665954773132
1995-12-01,0.017909165073930144
1995-12-08,0.016716262022030304
1995-12-15,0.010648202203294377
1995-12-22,0.04458040848673528
1995-12-29,0.0030202622691279934
1996-01-05,-0.014354768599478707
1996-01-12,-0.023905681353010355
1996-01-19,0.005556133061625279
1996-01-26,-0.007174936857032632
1996-02-02,0.009844405544375434
1996-02-09,0.1298980205353638
1996-02-16,-0.08589055932025469
1996-02-23,-0.04283856068377767
1996-03-01,-0.004382925157799866
1996-03-08,-0.01818663533003273
1996-03-15,-0.002362103353709566
1996-03-22,0.004842044289762093
1996-03-29,-0.007462848243752207
1996-04-05,-0.007074561606117524
1996-04-12,-0.011180086533377653
1996-04-19,0.013504149999496784
1996-04-26,0.003889699007238401
1996-05-03,0.00026445137475183955
1996-05-10,-0.0075717202931932515
1996-05-17,0.016944615735520696
1996-05-24,-0.00363753620502677
1996-05-31,0.01634975679465528
1996-06-07,-0.006680890697446262
1996-06-14,0.015293792380920102
1996-06-21,-0.01023397373213153
1996-06-28,-0.0010608301488022054
1996-07-05,-0.00240334664982933
1996-07-12,0.003382619745309068
1996-07-19,-0.001663820772784541
1996-07-26,0.0034650822493898503
1996-08-02,-0.0008485939361633221
1996-08-09,0.007672038359285094
1996-08-16,0.0010264516193432272
1996-08-23,0.021700824681768927
1996-08-30,0.01700866644509308
1996-09-06,7.808000286174677e-05
1996-09-13,0.07050673579125821
1996-09-20,0.007399724025694998
1996-09-27,-0.006969305061404252
1996-10-04,0.007328599564401572
1996-10-11,-0.02642386326717172
1996-10-18,0.015807862082349022
1996-10-25,0.03987248410695765
1996-11-01,0.017016292567677782
1996-11-08,-0.013716829139387321
1996-11-15,0.04017880996395873
1996-11-22,0.09775676446783521
1996-11-29,0.048160133305071406
1996-12-06,-0.053837579576036854
1996-12-13,-0.03188081581112756
1996-12-20,-0.009560931808028639
1996-12-27,-0.10264565723819119
1997-01-03,-0.02355754805292487
1997-01-10,0.007630274023032735
1997-01-17,-0.04784773431529926
1997-01-24,-0.04835494488325015
1997-01-31,-0.03488273047469037
1997-02-07,-0.07295279825660872
1997-02-14,0.05066260688793528
1997-02-21,0.012380881958275247
1997-02-28,0.02571271071163056
1997-03-07,0.00033749440423491706
1997-03-14,-0.005684089308354068
1997-03-21,0.001729847024812936
1997-03-28,0.0009290128772808659
1997-04-04,0.001932672619091469
1997-04-11,-0.003772222372942502
1997-04-18,0.0027533740579547272
1997-04-25,-0.007775148780855723
1997-05-02,-0.004151769022365803
1997-05-09,-0.00676716592079607
1997-05-16,-0.0042956918984227155
1997-05-23,0.010710508430260224
1997-05-30,-0.014296951189356366
1997-06-06,0.017967318961162326
1997-06-13,0.0012021739379866059
1997-06-20,-0.005148088861342048
1997-06-27,-0.001952748617050859
1997-07-04,0.0007081517278475502
1997-07-11,0.004794999300664016
1997-07-18,0.002202674387619119
1997-07-25,-0.0070555682146324905
1997-08-01,-0.0017457528655545063
1997-08-08,0.013561151532817783
1997-08-15,0.0009298373009561933
1997-08-22,0.013573533255618164
1997-08-29,-0.008746232620121419
1997-09-05,0.010592531987677511
1997-09-12,-0.01859084893192564
1997-09-19,-0.0031321995470208197
1997-09-26,0.008725034375765328
1997-10-03,-0.006548896067497145
1997-10-10,-0.018462896345404878
1997-10-17,0.011683290821111136
1997-10-24,-0.0073648555848638275
1997-10-31,-0.018529603171604958
1997-11-07,-0.011422009831070334
1997-11-14,-0.02443685311549082
1997-11-21,-0.04192878808244832
1997-11-28,-0.019409344675214324
1997-12-05,0.0074446558360939386
1997-12-12,0.024083724109278393
1997-12-19,-0.0005921620384561899
1997-12-26,0.031581501677050317
1998-01-02,0.0032079823712582445
1998-01-09,-0.004023025107109002
1998-01-16,-0.014597268520112006
1998-01-23,0.026373239573929286
1998-01-30,0.006540152404912181
1998-02-06,-0.023826204043189525
1998-02-13,0.024170587045522718
1998-02-20,-0.006189051884566699
1998-02-27,-0.01461602783544974
1998-03-06,-0.0038584372594422933
1998-03-13,-0.003376928439578708
1998-03-20,0.015996069316041583
1998-03-27,0.01099024390974851
1998-04-03,0.006616974663113673
1998-04-10,0.025220791676861032
1998-04-17,-0.006371807243817085
1998-04-24,0.002119776447614019
1998-05-01,-0.016801534896099368
1998-05-08,-0.0034290741114959555
1998-05-15,-0.003526910625759383
1998-05-22,-0.0107062086305727
1998-05-29,-0.011875449366603341
1998-06-05,-0.0018032097470997988
1998-06-12,0.0009534480859910432
1998-06-19,0.010652194858768171
1998-06-26,-0.010115421643364375
1998-07-03,0.00649630987600866
1998-07-10,1.824842839159846e-05
1998-07-17,-9.744480206722028e-05
1998-07-24,0.00402781659189505
1998-07-31,-0.00963397009273581
1998-08-07,-0.001387759484749257
1998-08-14,-0.0028535031502063546
1998-08-21,-0.004225151462647514
1998-08-28,-0.013926627320607954
1998-09-04,-0.011620863845696466
1998-09-11,-0.008964316217750845
1998-09-18,0.015548858050767667
1998-09-25,-0.012735592328840917
1998-10-02,-0.012541824121509282
1998-10-09,0.023516085150487698
1998-10-16,0.01118532593437846
1998-10-23,-0.006578502965515154
1998-10-30,-0.008648865774669945
1998-11-06,0.014386076582291796
1998-11-13,-0.0006629658371649638
1998-11-20,-0.029293529733212753
1998-11-27,-0.007187629428874048
1998-12-04,-0.009185697313184388
1998-12-11,-0.0066761750446187595
1998-12-18,-0.008542974439645745
1998-12-25,0.014466026207773375
1999-01-01,-0.0017893939206971854
1999-01-08,0.0036849067977679506
1999-01-15,0.02630497111029581
1999-01-22,0.013403305006839367
1999-01-29,0.0077203871901207755
1999-02-05,-0.023915492292800072
1999-02-12,0.028858236976634866
1999-02-19,-0.01564384542788666
1999-02-26,-0.0008311035363265384
1999-03-05,0.002888410916259715
1999-03-12,0.010109038748360333
1999-03-19,-0.001697223522386826
1999-03-26,0.00246283577914308
1999-04-02,0.0015691882582976047
1999-04-09,0.015716001015172454
1999-04-16,0.015306850149065021
1999-04-23,0.0003761936405213828
1999-04-30,-0.007498272467206857
1999-05-07,4.832503915641606e-05
1999-05-14,0.004855381098697542
1999-05-21,0.012248931685245323
1999-05-28,-0.0007657583274265911
1999-06-04,0.001524667257162049
1999-06-11,0.007404590102757458
1999-06-18,0.010020951934399946
1999-06-25,0.01402637460900008
1999-07-02,0.011369979277523423
1999-07-09,0.006939458576582069
1999-07-16,0.017773594585907715
1999-07-23,0.00020732060078504366
1999-07-30,0.004160790221574118
1999-08-06,0.0056892958291274165
1999-08-13,0.016077460529950682
1999-08-20,-0.017712564357541594
1999-08-27,-0.006863714541203769
1999-09-03,-0.0003951481601406348
1999-09-10,-0.009379261484152857
1999-09-17,0.008720992688848683
1999-09-24,-0.0034459253041448923
1999-10-01,0.004465823774968569
1999-10-08,0.021049728345087726
1999-10-15,0.0067339652364690195
1999-10-22,0.0007412643212038605
1999-10-29,-0.029932220970433354
1999-11-05,-0.009202623753505113
1999-11-12,-0.03300900588497563
1999-11-19,-0.00519153270288325
1999-11-26,0.0019502413956090092
1999-12-03,-0.01785873219965789
1999-12-10,-0.015780980943729817
1999-12-17,0.005389642998726407
1999-12-24,0.029743451607341487
1999-12-31,0.03527792353501952
2000-01-07,0.033003742571451944
2000-01-14,0.02616738692643722
2000-01-21,0.14497586824479292
2000-01-28,0.08015799374421739
2000-02-04,-0.053772488027297505
2000-02-11,-0.027850938964564476
2000-02-18,-0.06536665785710627
2000-02-25,-0.055966118524329644
2000-03-03,0.0031237690735747004
2000-03-10,-0.012226430773608188
2000-03-17,-0.026102714463199117
2000-03-24,0.005660327889799199
2000-03-31,0.03524994950388022
2000-04-07,-0.017080926380965755
2000-04-14,0.015977271214595412
2000-04-21,-0.024126283676231708
2000-04-28,-0.008488894551124448
2000-05-05,-0.005248075313469103
2000-05-12,0.028158914896246334
2000-05-19,0.021519701633452626
2000-05-26,0.00360226571220168
2000-06-02,0.02389107534009438
2000-06-09,-0.01999416005068544
2000-06-16,-0.01445365895850581
2000-06-23,-0.01580564822773478
2000-06-30,0.01356279835552221
2000-07-07,-0.005094714207457551
2000-07-14,-0.001891472878564171
2000-07-21,0.025339174350430427
2000-07-28,0.008815074275976609
2000-08-04,-0.020611348624776316
2000-08-11,-0.019026134710242504
2000-08-18,0.03411816373947263
2000-08-25,-0.011582443929452513
2000-09-01,0.033564086855626174
2000-09-08,-0.013267133871036507
2000-09-15,0.00017895424744729382
2000-09-22,0.012565407070331824
2000-09-29,0.00805178519643368
2000-10-06,-0.009701939885341071
2000-10-13,-0.0027474656064936376
2000-10-20,-0.03381534197117764
2000-10-27,-0.006038713752245184
2000-11-03,-0.018374168537019453
2000-11-10,-0.0011200009211818074
2000-11-17,-0.004638942569370141
2000-11-24,0.017594090080677804
2000-12-01,0.03874275063413812
2000-12-08,0.11600971492905243
2000-12-15,0.04963638181824759
2000-12-22,0.20473622091513888
2000-12-29,0.03637252537190472
2001-01-05,-0.08484562577896726
2001-01-12,-0.0020998857704803697
2001-01-19,-0.0853661292993193
2001-01-26,-0.12261095424314272
2001-02-02,-0.10155717435511014
2001-02-09,-0.005462815551845579
2001-02-16,0.0007484383100793135
2001-02-23,-0.026559263612857653
2001-03-02,0.02312122277712436
2001-03-09,-0.01630032291772132
2001-03-16,0.024192862864489628
2001-03-23,-0.0021101586213017054
2001-03-30,0.035542516750832975
2001-04-06,-0.029797870713169416
2001-04-13,-0.014454139121018228
2001-04-20,-0.012376772383552614
2001-04-27,-0.013165018862343336
2001-05-04,-0.017483813232095802
2001-05-11,-0.024770001245116857
2001-05-18,-0.012638335048439253
2001-05-25,-0.007733297287090157
2001-06-01,-0.01751059607837324
2001-06-08,-0.042146787169976
2001-06-15,-0.027010803990259624
2001-06-22,0.00013351835396585576
2001-06-29,-0.04482426726476896
2001-07-06,-0.0018492851976006919
2001-07-13,0.02754888404883854
2001-07-20,0.006802777580252051
2001-07-27,0.011445560657821263
2001-08-03,-0.0018125021063830071
2001-08-10,-0.007729900849938409
2001-08-17,0.003811583321826739
2001-08-24,-0.020170400500535313
2001-08-31,-0.007613034408446684
2001-09-07,-0.009245454289192712
2001-09-14,0.030754256987240658
2001-09-21,-0.004114353228611034
2001-09-28,-0.004656704463390837
2001-10-05,0.00775668848606198
2001-10-12,0.011916736102587089
2001-10-19,-0.0030410541209787145
2001-10-26,-0.00028463348954888
2001-11-02,-0.0021586799280156055
2001-11-09,-0.026747818637767706
2001-11-16,-0.03350894062914511
2001-11-23,-0.01414521801513885
2001-11-30,-0.02711734693152762
2001-12-07,-0.03642661497411692
2001-12-14,0.0016579502835267212
2001-12-21,0.0007178319628999286
2001-12-28,0.010474584609588777
2002-01-04,-0.026470399736599426
2002-01-11,0.0029643252219985206
2002-01-18,0.01471836547877775
2002-01-25,-0.0016115416142136185
2002-02-01,-0.004661554617929886
2002-02-08,0.03534036131841539
2002-02-15,0.006015561738505759
2002-02-22,0.01821923370930567
2002-03-01,0.0167100223683192
2002-03-08,0.025622678083477957
2002-03-15,0.011051519735144288
2002-03-22,0.00564500431974313
2002-03-29,0.0006728677585134957
2002-04-05,0.03300872085548151
2002-04-12,-0.026924455980347983
2002-04-19,-0.008230156645578246
2002-04-26,0.004380836769505125
2002-05-03,0.01689717204532054
2002-05-10,-0.005910635832207245
2002-05-17,0.0052812588755463685
2002-05-24,0.000324474760149851
2002-05-31,-0.012576959020881795
2002-06-07,0.008212914671109184
2002-06-14,-0.002783287190328554
2002-06-21,-0.00023940512593279006
2002-06-28,-0.010249508968728449
2002-07-05,-0.006185864618606818
2002-07-12,-0.010041454389209559
2002-07-19,-0.01122614707513736
2002-07-26,0.01013218864152765
2002-08-02,0.0073898333257012006
2002-08-09,0.007937557063571132
2002-08-16,-0.0005980295678159053
2002-08-23,0.017820535712906538
2002-08-30,0.020885734893364483
2002-09-06,0.0032984243812777536
2002-09-13,-0.0034531447315619412
2002-09-20,0.007263636947821395
2002-09-27,-0.013178105595291478
2002-10-04,0.010218592414445116
2002-10-11,-0.006126923801698547
2002-10-18,0.01164046773734373
2002-10-25,0.015271132888538763
2002-11-01,0.0196671803400153
2002-11-08,-0.00015838717031152472
2002-11-15,-0.007596284563843425
2002-11-22,0.010140416127503826
2002-11-29,0.004487293337814724
2002-12-06,-0.0015270809743190839
2002-12-13,-0.004267442657922227
2002-12-20,-0.012189010072931272
2002-12-27,-0.0011488834676994797
2003-01-03,0.02896489419823156
2003-01-10,0.007371924813258657
2003-01-17,0.028586520404240257
2003-01-24,0.013235063193134944
2003-01-31,0.11290789620240627
2003-02-07,0.04090857238156442
2003-02-14,-0.09573778793886945
2003-02-21,0.07139534815712101
2003-02-28,0.5552571650509343
2003-03-07,-0.501422252357407
2003-03-14,-0.11922149276801774
2003-03-21,-0.012512585097795847
2003-03-28,-0.06042212327330798
2003-04-04,-0.03473056167935462
2003-04-11,0.01730977691452279
2003-04-18,0.008208513067632706
2003-04-25,0.03481054968386438
2003-05-02,-0.023736855749250774
2003-05-09,0.03821917805033748
2003-05-16,0.005472811866923499
2003-05-23,-0.0022253441710066157
2003-05-30,0.005570299927801781
2003-06-06,0.023044896238908485
2003-06-13,-0.027956355095463903
2003-06-20,-0.005287133754926399
2003-06-27,-0.008188661870572655
2003-07-04,0.0012726309513596545
2003-07-11,-0.01248341488204241
2003-07-18,-0.020991100907334248
2003-07-25,-0.0037740217708832624
2003-08-01,-0.006978423240286857
2003-08-08,0.011188429110765563
2003-08-15,0.0041647417619654625
2003-08-22,0.0020878477135825024
2003-08-29,-0.01799992327162203
2003-09-05,0.0005273213592160708
2003-09-12,-0.0023369441439575755
2003-09-19,-0.013507381990710221
2003-09-26,-0.01673408966405643
2003-10-03,0.007031870429298093
2003-10-10,0.027642124893274556
2003-10-17,-0.015187182953897649
2003-10-24,-0.0009415880868801629
2003-10-31,0.004377703339064398
2003-11-07,0.0022515602606595353
2003-11-14,-0.013847223497349903
2003-11-21,0.0010375977953742677
2003-11-28,0.010910480945197754
2003-12-05,0.03291551620956923
2003-12-12,0.03201725786305332
2003-12-19,0.0036676326926547986
2003-12-26,-0.005786372933732187
2004-01-02,0.026266929203017098
2004-01-09,0.1314454668862759
2004-01-16,-0.05462564710285789
2004-01-23,0.02837969455642564
2004-01-30,-0.06289134537993168
2004-02-06,-0.06667024398736077
2004-02-13,0.0646112810343823
2004-02-20,0.008074030212842254
2004-02-27,0.12347974715442411
2004-03-05,-0.24359838684336987
2004-03-12,-0.006686006944197853
2004-03-19,-0.014949148081984331
2004-03-26,-0.001602282111465514
2004-04-02,0.013885678318787398
2004-04-09,0.004774914216942983
2004-04-16,0.0031935635214229707
2004-04-23,0.010079512661575696
2004-04-30,0.023357018094147475
2004-05-07,0.0001945393785010019
2004-05-14,0.014579632672638732
2004-05-21,0.004845792867918863
2004-05-28,-0.0021152950335873166
2004-06-04,0.012752296228782267
2004-06-11,0.007042544583322319
2004-06-18,0.020615371819594497
2004-06-25,0.005197233154410674
2004-07-02,0.01619224524922691
2004-07-09,0.004163498460368897
2004-07-16,0.018193606363199444
2004-07-23,0.0050701222903697385
2004-07-30,0.029881093764475675
2004-08-06,0.022196684194323413
2004-08-13,0.018298754398871853
2004-08-20,-0.01709246719352231
2004-08-27,-0.045698382107065005
2004-09-03,-0.009990775067643232
2004-09-10,-0.026723020596945535
2004-09-17,-0.011112896147788098
2004-09-24,0.003095443245697882
2004-10-01,0.007447762095317945
2004-10-08,0.022876527651116363
2004-10-15,0.01202458175204657
2004-10-22,0.04019476802151123
2004-10-29,-0.010200968962901125
2004-11-05,0.00886482761775298
2004-11-12,-0.016637702305009272
2004-11-19,-0.004515392567494336
2004-11-26,0.02075054234212237
2004-12-03,-0.06400549562252611
2004-12-10,-0.04143132019426765
2004-12-17,-0.021012566519311493
2004-12-24,0.029867492781481042
2004-12-31,-0.04040757804515127
2005-01-07,-0.06781133466697153
2005-01-14,0.00812555918702762
2005-01-21,-0.019315564807813046
2005-01-28,-0.013857024752201075
2005-02-04,0.026074687066207858
2005-02-11,0.02065212606693878
2005-02-18,0.002848283326342127
2005-02-25,-0.08247484922612625
2005-03-04,0.09493400112002703
2005-03-11,0.06790493393959862
2005-03-18,0.06510143480079589
2005-03-25,0.009165137597067718
2005-04-01,-0.01582825717536762
2005-04-08,-0.051810214337011606
2005-04-15,-0.0074723070610062114
2005-04-22,0.0057309369348348405
2005-04-29,-0.014533997160434797
2005-05-06,0.0025125345391679987
2005-05-13,-0.004997150787039106
2005-05-20,-0.012796568271850939
2005-05-27,-0.018260136562370688
2005-06-03,0.0029275962257504506
2005-06-10,-0.015135044785118845
2005-06-17,-0.01862398557143763
2005-06-24,0.015135064254781283
2005-07-01,-0.011213096540803713
2005-07-08,0.011395364216812975
2005-07-15,-0.017300188549075113
2005-07-22,0.004426462218084959
2005-07-29,-0.006116097214415417
2005-08-05,0.00306032729056116
2005-08-12,0.007175765762515329
2005-08-19,0.02357701286199576
2005-08-26,0.0021816583495758435
2005-09-02,0.13996510743858415
2005-09-09,0.019050683217557207
2005-09-16,0.0291413598489334
2005-09-23,0.05805646268077869
2005-09-30,0.011904056671239616
2005-10-07,0.008865978298500332
2005-10-14,-0.004863663538142937
2005-10-21,-0.011032884306070745
2005-10-28,-0.02820254678323364
2005-11-04,-0.06993071960301611
2005-11-11,-0.05428366359861503
2005-11-18,0.023802325122249113
2005-11-25,0.017730446316171267
2005-12-02,-0.019867549913756832
2005-12-09,0.04082039844246599
2005-12-16,-0.005525259075744859
2005-12-23,-0.004500474770604113
2005-12-30,-0.029743733220296997
2006-01-06,-0.07476518533247722
2006-01-13,-0.025036464080080423
2006-01-20,0.0179315620771352
2006-01-27,-0.09370825118426285
2006-02-03,0.046287808741242054
2006-02-10,-0.01353020243273828
2006-02-17,0.014798727144342494
2006-02-24,-0.05201115727162153
2006-03-03,0.008658669124399054
2006-03-10,0.01840739398425728
2006-03-17,0.011957899708950559
2006-03-24,0.024258767384589763
2006-03-31,-0.0034702766206051727
2006-04-07,-0.007066802310983555
2006-04-14,0.033289258718425474
2006-04-21,-0.029828519359991867
2006-04-28,0.02402914241735754
2006-05-05,0.013318277320064853
2006-05-12,0.0035322245465365665
2006-05-19,0.014641834948546872
2006-05-26,0.003392812974885029
2006-06-02,0.0235159451734388
2006-06-09,0.03293453759003939
2006-06-16,0.04521103471996568
2006-06-23,-0.016558957376072492
2006-06-30,0.028706347667916354
2006-07-07,-0.014962191683481452
2006-07-14,0.005103045324962974
2006-07-21,0.01020426836409416
2006-07-28,-0.03750713728091015
2006-08-04,-0.020436155649100174
2006-08-11,0.008806314016549521
2006-08-18,-0.0008499021280619079
2006-08-25,0.00722388527491491
2006-09-01,-0.02268825503223182
2006-09-08,7.28667632534652e-05
2006-09-15,-0.04002383280740096
2006-09-22,-0.05486984171489062
2006-09-29,-0.008266097072760825
2006-10-06,0.007401922318000742
2006-10-13,-0.015780615269624376
2006-10-20,-0.023144379489433153
2006-10-27,0.023718268025106792
2006-11-03,-0.008773332136954637
2006-11-10,0.02672679503594555
2006-11-17,0.02747191086494838
2006-11-24,-0.018263737783540956
2006-12-01,0.015580455371104085
2006-12-08,-0.037998935550094926
2006-12-15,-0.0478913241282074
2006-12-22,0.00016280452054739936
2006-12-29,-0.006831278443676814
2007-01-05,0.018989400491846387
2007-01-12,0.030602933716913916
2007-01-19,0.003835333210313041
2007-01-26,0.027043153346446136
2007-02-02,0.029315642960444976
2007-02-09,0.04450555777749132
2007-02-16,-0.05138876205317844
2007-02-23,-0.0537889503152722
2007-03-02,0.05160793729697144
2007-03-09,0.08179385377317194
2007-03-16,0.0184912370601924
2007-03-23,-0.031611979960028735
2007-03-30,0.010479480378386086
2007-04-06,-0.02647315843953857
2007-04-13,0.039942234460810466
2007-04-20,0.0376213390765201
2007-04-27,0.029640555540808577
2007-05-04,-0.001297792847137158
2007-05-11,0.013273020120831758
2007-05-18,-0.01219014117232664
2007-05-25,-0.0007915731206598053
2007-06-01,-0.026432761670795557
2007-06-08,-0.029781555984153885
2007-06-15,0.013023867165907532
2007-06-22,-0.004546777702002958
2007-06-29,-0.007750069630647616
2007-07-06,-0.023423033260415727
2007-07-13,0.005658719698691028
2007-07-20,-0.007383953837472701
2007-07-27,0.026648184931207908
2007-08-03,0.0038623831231783257
2007-08-10,-0.0073537013312441335
2007-08-17,0.02104723470218839
2007-08-24,0.008390041273607762
2007-08-31,0.0066181220609782265
2007-09-07,0.0015520534379778184
2007-09-14,-0.011208624497381026
2007-09-21,0.03378482218779988
2007-09-28,-0.001064046898209936
2007-10-05,0.04777138363225286
2007-10-12,0.02891889536513803
2007-10-19,0.00873553285180928
2007-10-26,0.05873875622477076
2007-11-02,0.025719550551795534
2007-11-09,-0.009177431575872808
2007-11-16,-0.04341797144666648
2007-11-23,-0.004318743914705658
2007-11-30,-0.015882099313023312
2007-12-07,-0.012970950312722662
2007-12-14,-0.01071048250078288
2007-12-21,0.011817548037262204
2007-12-28,0.04038095942188291
2008-01-04,-0.02910585754574435
2008-01-11,-0.05216616226701287
2008-01-18,0.009051771618032722
2008-01-25,0.003365919458677924
2008-02-01,-0.03379078458830098
2008-02-08,-0.10183977150688506
2008-02-15,-0.021950195466314604
2008-02-22,0.03318122600511075
2008-02-29,0.03505043478442893
2008-03-07,-0.06618678194645677
2008-03-14,-0.020933260075455484
2008-03-21,0.045741402164312994
2008-03-28,0.013786978096409275
2008-04-04,0.025128662073545138
2008-04-11,-0.008556210594231173
2008-04-18,0.07894844006888624
2008-04-25,-0.023927240405570593
2008-05-02,-0.03162489954871894
2008-05-09,0.020638275331398503
2008-05-16,-0.013821771300300822
2008-05-23,-0.05240642580876176
2008-05-30,-0.020287790340393297
2008-06-06,0.025353912499331388
2008-06-13,0.04085407118887452
2008-06-20,0.0489630346576555
2008-06-27,-0.012170172909858668
2008-07-04,0.0008880938678654804
2008-07-11,0.04068418774309657
2008-07-18,0.03903031195145301
2008-07-25,-0.07889063880079483
2008-08-01,0.009822431941701959
